Id,AbilityId,VersionGroupId,LocalLanguageId,FlavorText
62,1,20,8,"A volte il cattivo odore emesso dal Pokémon
fa tentennare i nemici quando attacca."
63,1,20,9,"By releasing stench when attacking, this Pokémon
may cause the target to flinch."
64,1,20,11,"臭い　においを　放つことによって
攻撃した　ときに　相手を
ひるませることが　ある。"
65,1,20,12,"通过释放臭臭的气味，
在攻击的时候，
有时会使对手畏缩。"
66,2,5,9,Summons rain in battle.
67,2,6,9,Summons rain in battle.
68,2,7,9,Summons rain in battle.
69,2,8,9,"The Pokémon makes it rain
if it appears in battle."
70,2,9,9,"The Pokémon makes it rain
if it appears in battle."
71,2,10,9,"The Pokémon makes it rain
if it appears in battle."
72,2,11,5,"Le Pokémon invoque la pluie
quand il entre au combat."
73,2,11,9,"The Pokémon makes it rain
if it appears in battle."
74,2,14,9,"The Pokémon makes it rain
if it appears in battle."
75,2,15,1,"せんとうに　でると
あめを　ふらす。"
76,2,15,3,"배틀에 나가면
비를 내린다."
77,2,15,5,"Le Pokémon invoque la pluie
quand il entre au combat."
78,2,15,6,Ruft im Kampf Regen herbei.
79,2,15,7,"Hace que llueva cuando entra en
combate."
80,2,15,8,"Quando scende in campo,
il Pokémon attira la pioggia."
81,2,15,9,"The Pokémon makes it rain
when it enters a battle."
82,2,15,11,"戦闘に　でると
雨を　降らす。"
83,2,16,1,"せんとうに　でると
あめを　ふらす。"
84,2,16,3,"배틀에 나가면
비를 내린다."
85,2,16,5,"Le Pokémon invoque la pluie
quand il entre au combat."
86,2,16,6,Ruft im Kampf Regen herbei.
87,2,16,7,"Hace que llueva cuando entra en
combate."
88,2,16,8,"Quando scende in campo,
il Pokémon attira la pioggia."
89,2,16,9,"The Pokémon makes it rain
when it enters a battle."
90,2,16,11,"戦闘に　でると
雨を　降らす。"
91,2,17,1,"とうじょう　したときに
てんきを　あめに　する。"
92,2,17,3,"등장했을 때
날씨를 비로 만든다."
93,2,17,4,"出場時，
會將天氣變為下雨。"
94,2,17,5,"Le Pokémon invoque la pluie quand il entre
au combat."
95,2,17,6,Ruft bei Kampfantritt Regen herbei.
96,2,17,7,Hace que llueva cuando entra en combate.
97,2,17,8,"Quando il Pokémon entra in campo, attira la pioggia."
98,2,17,9,The Pokémon makes it rain when it enters a battle.
99,2,17,11,"登場　したときに
天気を　雨に　する。"
100,2,17,12,"出场时，
会将天气变为下雨。"
101,2,18,1,"とうじょう　したときに
てんきを　あめに　する。"
102,2,18,3,"등장했을 때
날씨를 비로 만든다."
103,2,18,4,"出場時，
會將天氣變為下雨。"
104,2,18,5,"Le Pokémon invoque la pluie quand il entre
au combat."
105,2,18,6,Ruft bei Kampfantritt Regen herbei.
106,2,18,7,Hace que llueva cuando entra en combate.
107,2,18,8,"Quando il Pokémon entra in campo, attira la pioggia."
108,2,18,9,The Pokémon makes it rain when it enters a battle.
109,2,18,11,"登場　したときに
天気を　雨に　する。"
110,2,18,12,"出场时，
会将天气变为下雨。"
111,2,19,1,"とうじょう　したときに
てんきを　あめに　する。"
112,2,19,3,"등장했을 때
날씨를 비로 만든다."
113,2,19,4,"出場時，
會將天氣變為下雨。"
114,2,19,5,"Le Pokémon invoque la pluie quand il entre
au combat."
115,2,19,6,Ruft bei Kampfantritt Regen herbei.
116,2,19,7,Hace que llueva cuando entra en combate.
117,2,19,8,"Quando il Pokémon entra in campo, attira la pioggia."
118,2,19,9,The Pokémon makes it rain when it enters a battle.
119,2,19,11,"登場　したときに
天気を　雨に　する。"
120,2,19,12,"出场时，
会将天气变为下雨。"
121,2,20,1,"とうじょう　したときに
てんきを　あめに　する。"
122,2,20,3,"등장했을 때
날씨를 비로 만든다."
123,2,20,4,"出場時，
會將天氣變為下雨。"
124,2,20,5,Le Pokémon invoque la pluie quand il entre au combat.
125,2,20,6,Ruft bei Kampfantritt Regen herbei.
126,2,20,7,Hace que llueva al entrar en combate.
127,2,20,8,"Quando il Pokémon entra in campo, attira la pioggia."
128,2,20,9,The Pokémon makes it rain when it enters a battle.
129,2,20,11,"登場　したときに
天気を　雨に　する。"
130,2,20,12,"出场时，
会将天气变为下雨。"
131,3,5,9,Gradually boosts SPEED.
132,3,6,9,Gradually boosts SPEED.
133,3,7,9,Gradually boosts SPEED.
134,3,8,9,"The Pokémon’s Speed stat
is gradually boosted."
135,3,9,9,"The Pokémon’s Speed stat
is gradually boosted."
136,3,10,9,"Its Speed stat is
gradually boosted."
137,3,11,5,"La Vitesse du Pokémon
augmente progressivement."
138,3,11,9,"Its Speed stat is
gradually boosted."
139,3,14,9,"Its Speed stat is
gradually boosted."
140,3,15,1,"ちょっとずつ
すばやく　なっていく。"
141,3,15,3,"조금씩
스피드가 높아진다."
142,3,15,5,"La Vitesse du Pokémon
augmente progressivement."
143,3,15,6,Erhöht Initiative nach und nach.
144,3,15,7,"Aumenta la Velocidad
gradualmente."
145,3,15,8,"La statistica Velocità aumenta
gradualmente."
146,3,15,9,"Its Speed stat is
gradually boosted."
147,3,15,11,"ちょっとずつ
素早く　なっていく。"
148,3,16,1,"ちょっとずつ
すばやく　なっていく。"
149,3,16,3,"조금씩
스피드가 높아진다."
150,3,16,5,"La Vitesse du Pokémon
augmente progressivement."
151,3,16,6,Erhöht Initiative nach und nach.
152,3,16,7,"Aumenta la Velocidad
gradualmente."
153,3,16,8,"La statistica Velocità aumenta
gradualmente."
154,3,16,9,"Its Speed stat is
gradually boosted."
155,3,16,11,"ちょっとずつ
素早く　なっていく。"
156,3,17,1,まいターン　すばやさが　あがる。
157,3,17,3,매 턴 스피드가 올라간다.
158,3,17,4,每一回合速度會變快。
159,3,17,5,La Vitesse du Pokémon augmente à chaque tour.
160,3,17,6,Erhöht in jeder Runde die Initiative.
161,3,17,7,Aumenta la Velocidad en cada turno.
162,3,17,8,La Velocità aumenta a ogni turno.
163,3,17,9,Its Speed stat is boosted every turn.
164,3,17,11,毎ターン　素早さが　上がる。
165,3,17,12,每一回合速度会变快。
166,3,18,1,まいターン　すばやさが　あがる。
167,3,18,3,매 턴 스피드가 올라간다.
168,3,18,4,每一回合速度會變快。
169,3,18,5,La Vitesse du Pokémon augmente à chaque tour.
170,3,18,6,Erhöht in jeder Runde die Initiative.
171,3,18,7,Aumenta la Velocidad en cada turno.
172,3,18,8,La Velocità aumenta a ogni turno.
173,3,18,9,Its Speed stat is boosted every turn.
174,3,18,11,毎ターン　素早さが　上がる。
175,3,18,12,每一回合速度会变快。
176,3,19,1,まいターン　すばやさが　あがる。
177,3,19,3,매 턴 스피드가 올라간다.
178,3,19,4,每一回合速度會變快。
179,3,19,5,La Vitesse du Pokémon augmente à chaque tour.
180,3,19,6,Erhöht in jeder Runde die Initiative.
181,3,19,7,Aumenta la Velocidad en cada turno.
182,3,19,8,La Velocità aumenta a ogni turno.
183,3,19,9,Its Speed stat is boosted every turn.
184,3,19,11,毎ターン　素早さが　上がる。
185,3,19,12,每一回合速度会变快。
186,3,20,1,まいターン　すばやさが　あがる。
187,3,20,3,매 턴 스피드가 올라간다.
188,3,20,4,每一回合速度會變快。
189,3,20,5,La Vitesse du Pokémon augmente à chaque tour.
190,3,20,6,Erhöht in jeder Runde die Initiative.
191,3,20,7,Aumenta su Velocidad en cada turno.
192,3,20,8,La Velocità aumenta a ogni turno.
193,3,20,9,Its Speed stat is boosted every turn.
194,3,20,11,毎ターン　素早さが　上がる。
195,3,20,12,每一回合速度会变快。
196,4,5,9,Blocks critical hits.
197,4,6,9,Blocks critical hits.
198,4,7,9,Blocks critical hits.
199,4,8,9,"The Pokémon is protected
against critical hits."
200,4,9,9,"The Pokémon is protected
against critical hits."
201,4,10,9,"The Pokémon is protected
against critical hits."
202,4,11,5,"Le Pokémon est protégé
des coups critiques."
203,4,11,9,"The Pokémon is protected
against critical hits."
204,4,14,9,"The Pokémon is protected
against critical hits."
205,4,15,1,"あいての　こうげきが
きゅうしょに　あたらない。"
206,4,15,3,"상대의 공격이
급소에 맞지 않는다."
207,4,15,5,"Le Pokémon est protégé des
coups critiques."
208,4,15,6,Wehrt gegnerische Volltreffer ab.
209,4,15,7,Bloquea golpes críticos.
210,4,15,8,"Evita che il Pokémon subisca
brutti colpi."
211,4,15,9,"Protects the Pokémon
from critical hits."
212,4,15,11,"相手の　攻撃が
急所に　当たらない。"
213,4,16,1,"あいての　こうげきが
きゅうしょに　あたらない。"
214,4,16,3,"상대의 공격이
급소에 맞지 않는다."
215,4,16,5,"Le Pokémon est protégé des
coups critiques."
216,4,16,6,Wehrt gegnerische Volltreffer ab.
217,4,16,7,Bloquea los golpes críticos.
218,4,16,8,"Evita che il Pokémon subisca
brutti colpi."
219,4,16,9,"Protects the Pokémon
from critical hits."
220,4,16,11,"相手の　攻撃が
急所に　当たらない。"
221,4,17,1,"かたい　こうらに　まもられて
あいての　こうげきが
きゅうしょに　あたらない。"
222,4,17,3,"단단한 껍질에 보호받아
상대의 공격이
급소에 맞지 않는다."
223,4,17,4,"被堅硬的甲殼守護著，
不會被對手的攻擊擊中要害。"
224,4,17,5,"Le Pokémon est protégé des coups critiques
par une solide carapace."
225,4,17,6,"Wehrt gegnerische Volltreffer mit einem harten
Panzer ab."
226,4,17,7,"La robusta coraza que lo protege bloquea los golpes
críticos."
227,4,17,8,"Il Pokémon è protetto da una dura corazza
che gli evita di subire brutti colpi."
228,4,17,9,Hard armor protects the Pokémon from critical hits.
229,4,17,11,"硬い　甲羅に　守られて
相手の　攻撃が
急所に　当たらない。"
230,4,17,12,"被坚硬的甲壳守护着，
不会被对手的攻击击中要害。"
231,4,18,1,"かたい　こうらに　まもられて
あいての　こうげきが
きゅうしょに　あたらない。"
232,4,18,3,"단단한 껍질에 보호받아
상대의 공격이
급소에 맞지 않는다."
233,4,18,4,"被堅硬的甲殼守護著，
不會被對手的攻擊擊中要害。"
234,4,18,5,"Le Pokémon est protégé des coups critiques
par une solide carapace."
235,4,18,6,"Wehrt gegnerische Volltreffer mit einem harten
Panzer ab."
236,4,18,7,"La robusta coraza que lo protege bloquea los golpes
críticos."
237,4,18,8,"Il Pokémon è protetto da una dura corazza
che gli evita di subire brutti colpi."
238,4,18,9,Hard armor protects the Pokémon from critical hits.
239,4,18,11,"硬い　甲羅に　守られて
相手の　攻撃が
急所に　当たらない。"
240,4,18,12,"被坚硬的甲壳守护着，
不会被对手的攻击击中要害。"
241,4,19,1,"かたい　こうらに　まもられて
あいての　こうげきが
きゅうしょに　あたらない。"
242,4,19,3,"단단한 껍질에 보호받아
상대의 공격이
급소에 맞지 않는다."
243,4,19,4,"被堅硬的甲殼守護著，
不會被對手的攻擊擊中要害。"
244,4,19,5,"Le Pokémon est protégé des coups critiques
par une solide carapace."
245,4,19,6,"Wehrt gegnerische Volltreffer mit einem harten
Panzer ab."
246,4,19,7,"La robusta coraza que lo protege bloquea los golpes
críticos."
247,4,19,8,"Il Pokémon è protetto da una dura corazza
che gli evita di subire brutti colpi."
248,4,19,9,Hard armor protects the Pokémon from critical hits.
249,4,19,11,"硬い　甲羅に　守られて
相手の　攻撃が
急所に　当たらない。"
250,4,19,12,"被坚硬的甲壳守护着，
不会被对手的攻击击中要害。"
251,4,20,1,"かたい　こうらに　まもられて
あいての　こうげきが
きゅうしょに　あたらない。"
252,4,20,3,"단단한 껍질에 보호받아
상대의 공격이
급소에 맞지 않는다."
253,4,20,4,"被堅硬的甲殼守護著，
不會被對手的攻擊擊中要害。"
254,4,20,5,"Le Pokémon est protégé des coups critiques
par une solide carapace."
255,4,20,6,"Wehrt gegnerische Volltreffer mit einem harten
Panzer ab."
256,4,20,7,"La robusta coraza que lo protege bloquea los golpes
críticos."
257,4,20,8,"Il Pokémon è protetto da una dura corazza
che gli evita di subire brutti colpi."
258,4,20,9,Hard armor protects the Pokémon from critical hits.
259,4,20,11,"硬い　甲羅に　守られて
相手の　攻撃が
急所に　当たらない。"
260,4,20,12,"被坚硬的甲壳守护着，
不会被对手的攻击击中要害。"
261,5,5,9,Negates 1-hit KO attacks.
262,5,6,9,Negates 1-hit KO attacks.
263,5,7,9,Negates 1-hit KO attacks.
264,5,8,9,"The Pokémon is protected
against 1-hit KO attacks."
265,5,9,9,"The Pokémon is protected
against 1-hit KO attacks."
266,5,10,9,"It is protected against
1-hit KO attacks."
267,5,11,5,"Protège des capacités
mettant K.O. en un coup."
268,5,11,9,"It cannot be knocked
out with one hit."
269,5,14,9,"It cannot be knocked
out with one hit."
270,5,15,1,"いちげきで
たおされない。"
271,5,15,3,"일격으로
쓰러지지 않는다."
272,5,15,5,"Protège des capacités mettant
K.O. en un coup."
273,5,15,6,Bietet Schutz gegen K.O.-Treffer.
274,5,15,7,"Evita que el rival pueda debilitarle
de un solo golpe."
275,5,15,8,"Evita che il Pokémon vada KO
in un sol colpo."
276,5,15,9,"It cannot be knocked
out with one hit."
277,5,15,11,"一撃で　倒されない。
"
278,5,16,1,"いちげきで
たおされない。"
279,5,16,3,"일격으로
쓰러지지 않는다."
280,5,16,5,"Protège des capacités mettant
K.O. en un coup."
281,5,16,6,Bietet Schutz gegen K.O.-Treffer.
282,5,16,7,"Evita que el rival pueda debilitarle
de un solo golpe."
283,5,16,8,"Evita che il Pokémon vada KO
in un sol colpo."
284,5,16,9,"It cannot be knocked
out with one hit."
285,5,16,11,"一撃で　倒されない。
"
286,5,17,1,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
287,5,17,3,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
288,5,17,4,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
289,5,17,5,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
290,5,17,6,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
291,5,17,7,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
292,5,17,8,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
293,5,17,9,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
294,5,17,11,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
295,5,17,12,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
296,5,18,1,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
297,5,18,3,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
298,5,18,4,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
299,5,18,5,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
300,5,18,6,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
301,5,18,7,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
302,5,18,8,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
303,5,18,9,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
304,5,18,11,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
305,5,18,12,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
306,5,19,1,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
307,5,19,3,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
308,5,19,4,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
309,5,19,5,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
310,5,19,6,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
311,5,19,7,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También anula los movimientos fulminantes."
312,5,19,8,"Se il Pokémon ha tutti i PS, evita che vada KO
in un sol colpo. Inoltre, è immune alle mosse
che causano KO immediato."
313,5,19,9,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
314,5,19,11,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
315,5,19,12,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
316,5,20,1,"あいての　わざを　うけても
いちげきで　たおされることが　ない。
いちげきひっさつわざも　きかない。"
317,5,20,3,"상대 기술을 받아도
일격으로 쓰러지지 않는다.
일격필살 기술도 효과 없다."
318,5,20,4,"受到對手的招式攻擊時
不會被一擊打倒。
一擊必殺的招式也沒有效果。"
319,5,20,5,"Le Pokémon encaisse toujours au moins une attaque
s’il a tous ses PV. Il est également immunisé contre
les capacités pouvant mettre K.O. en un coup."
320,5,20,6,"Bietet Schutz gegen K.O.-Attacken. Bei vollen KP
übersteht das Pokémon auch K.O.-Treffer."
321,5,20,7,"Evita que el rival pueda debilitarlo de un solo golpe
cuando tiene los PS al máximo.
También evita los movimientos fulminantes."
322,5,20,8,"Evita che il Pokémon vada KO in un sol colpo se ha
tutti i PS, e lo rende immune alle mosse che causano
KO immediato."
323,5,20,9,"It cannot be knocked out with one hit. One-hit KO
moves cannot knock it out, either."
324,5,20,11,"相手の　技を　受けても
一撃で　倒されることが　ない。
一撃必殺技も　効かない。"
325,5,20,12,"即使受到对手的招式攻击，
也不会被一击打倒。
一击必杀的招式也没有效果。"
326,6,5,9,Prevents self-destruction.
327,6,6,9,Prevents self-destruction.
328,6,7,9,Prevents self-destruction.
329,6,8,9,"Prevents combatants from
self destructing."
330,6,9,9,"Prevents combatants from
self destructing."
331,6,10,9,"Prevents combatants
from self-destructing."
332,6,11,5,"Empêche les combattants
de s’autodétruire."
333,6,11,9,"Prevents the use of
self-destructing moves."
334,6,14,9,"Prevents the use of
self-destructing moves."
335,6,15,1,"だれも　ばくはつが
できなくなる。"
336,6,15,3,"누구도 폭발
할 수 없게 된다."
337,6,15,5,"Empêche les combattants de
s’autodétruire."
338,6,15,6,"Hält alle Pokémon davon ab,
zu explodieren."
339,6,15,7,"Evita que un Pokémon pueda
autodestruirse."
340,6,15,8,"Impedisce le mosse
autodistruttive."
341,6,15,9,"Prevents the use of
self-destructing moves."
342,6,15,11,"だれも　爆発が
できなくなる。"
343,6,16,1,"だれも　ばくはつが
できなくなる。"
344,6,16,3,"누구도 폭발
할 수 없게 된다."
345,6,16,5,"Empêche les combattants de
s’autodétruire."
346,6,16,6,"Hält alle Pokémon davon ab,
zu explodieren."
347,6,16,7,"Evita que un Pokémon pueda
autodestruirse."
348,6,16,8,"Impedisce le mosse
autodistruttive."
349,6,16,9,"Prevents the use of
self-destructing moves."
350,6,16,11,"だれも　爆発が
できなくなる。"
351,6,17,1,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
352,6,17,3,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
353,6,17,4,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
354,6,17,5,"Le Pokémon augmente l’humidité de l’air,
ce qui empêche tous les Pokémon d’utiliser
des capacités explosives telles que Destruction."
355,6,17,6,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
356,6,17,7,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
357,6,17,8,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
358,6,17,9,"Prevents the use of explosive moves such as
Self-Destruct by dampening its surroundings."
359,6,17,11,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
360,6,17,12,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
361,6,18,1,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
362,6,18,3,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
363,6,18,4,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
364,6,18,5,"Le Pokémon augmente l’humidité de l’air,
ce qui empêche tous les Pokémon d’utiliser
des capacités explosives telles que Destruction."
365,6,18,6,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
366,6,18,7,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
367,6,18,8,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
368,6,18,9,"Prevents the use of explosive moves such as
Self-Destruct by dampening its surroundings."
369,6,18,11,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
370,6,18,12,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
371,6,19,1,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
372,6,19,3,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
373,6,19,4,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
374,6,19,5,"Le Pokémon augmente l’humidité de l’air,
ce qui empêche tous les Pokémon d’utiliser
des capacités explosives telles que Destruction."
375,6,19,6,"Befeuchtet die Umgebung und verhindert so den
Einsatz von Attacken wie Finale, die Explosionen
auslösen."
376,6,19,7,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
377,6,19,8,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
378,6,19,9,"Prevents the use of explosive moves, such as
Self-Destruct, by dampening its surroundings."
379,6,19,11,"あたりを　湿らせることに　よって
じばく　などの　爆発する　技を
だれも　使えなくなる。"
380,6,19,12,"通过把周围都弄湿，
使谁都无法使用自爆等爆炸类的招式。"
381,6,20,1,"あたりを　しめらせることに　よって
じばく　などの　ばくはつする　わざを
だれも　つかえなくなる。"
382,6,20,3,"주변을 습하게 함으로써
자폭 등 폭발하는 기술을
아무도 못 쓰게 한다."
383,6,20,4,"透過把周圍都弄濕，
使誰都無法使用自爆等爆炸類的招式。"
384,6,20,5,"Le Pokémon augmente l’humidité de l’air,
ce qui empêche tous les Pokémon d’utiliser
des capacités explosives telles que Destruction."
385,6,20,6,"Befeuchtet die Umgebung und verhindert so den Einsatz
von Attacken wie Finale, die Explosionen auslösen."
386,6,20,7,"Aumenta la humedad del entorno y evita que se
puedan utilizar movimientos explosivos, tales como
Autodestrucción."
387,6,20,8,"Aumenta l’umidità circostante, impedendo l’uso
di Autodistruzione e di altre mosse esplosive."
388,6,20,9,"Prevents the use of explosive moves, such as
Self-Destruct, by dampening its surroundings."
